episode,max_velocity
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_16_31_45,0.782695
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_14_07_18,0.782308
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_22_36_34,0.774883
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_22_54_25,0.770301
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_14_18_12,0.766437
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_16_40_30,0.755294
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_22_47_51,0.751807
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_22_47_03,0.751684
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_17_31_09,0.745263
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_15_45_42,0.744865
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_22_37_24,0.743059
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_17_32_20,0.742959
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_16_32_31,0.740093
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_22_26_55,0.736424
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_22_23_17,0.734328
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_15_38_48,0.730425
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_13_50_51,0.720478
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_15_32_56,0.718333
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_15_52_22,0.714056
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_16_25_50,0.713966
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_22_15_22,0.708210
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_16_26_36,0.707509
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_22_53_40,0.697266
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_17_50_04,0.695196
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_22_14_28,0.694265
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_22_46_14,0.692838
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_22_49_16,0.689774
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_16_34_27,0.689671
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_22_38_11,0.687237
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_22_40_17,0.681213
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_22_39_02,0.658126
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_22_30_58,0.631425
